id,title,company,location,category,url,source,job_type,priority,education,is_mnc,placements,package
mnc_21598995,Salesforce Director [Pharma & Life Science],PwC,India / Remote,Science and Engineering,https://www.themuse.com/jobs/pwc/salesforce-director-pharma-life-science-35d357,MNC Network,Full Time,1,"MSC, BSC, NON-TECH, BTECH",True,117,15
mnc_21374779,Digital Assurance & Transparency - IT Audit Manager,PwC,India / Remote,Computer and IT,https://www.themuse.com/jobs/pwc/digital-assurance-transparency-it-audit-manager-94a7bd,MNC Network,Full Time,1,General,True,127,8
mnc_17346250,SAP TMO Manager,PwC,India / Remote,Corporate,https://www.themuse.com/jobs/pwc/sap-tmo-manager,MNC Network,Full Time,1,General,True,143,16
mnc_21284499,Tax Director - Global Information Reporting,PwC,India / Remote,Accounting and Finance,https://www.themuse.com/jobs/pwc/tax-director-global-information-reporting-01064c,MNC Network,Full Time,1,General,True,151,19
mnc_17656836,Oracle Cloud Finance Consultant - Senior Manager,PwC,India / Remote,Accounting and Finance,https://www.themuse.com/jobs/pwc/oracle-cloud-finance-consultant-senior-manager-4289f0,MNC Network,Full Time,1,General,True,80,19
mnc_21618440,"Finance Transformation - OneStream Consultant, Senior Associate",PwC,India / Remote,Accounting and Finance,https://www.themuse.com/jobs/pwc/finance-transformation-onestream-consultant-senior-associate,MNC Network,Full Time,1,General,True,195,10
mnc_21581522,Firmware Engineer_Senior Associate,PwC,India / Remote,Software Engineering,https://www.themuse.com/jobs/pwc/firmware-engineersenior-associate,MNC Network,Full Time,1,"BCA, BTECH, MCA",True,114,21
mnc_18538748,"Properties, Facilities and Marketing Procurement Manager",PwC,India / Remote,Cleaning and Facilities,https://www.themuse.com/jobs/pwc/properties-facilities-and-marketing-procurement-manager,MNC Network,Full Time,1,NON-TECH,True,60,20
mnc_21532411,"BSCO - Managed Services, Epic Director",PwC,India / Remote,Business Operations,https://www.themuse.com/jobs/pwc/bsco-managed-services-epic-director,MNC Network,Full Time,1,BSC,True,63,9
mnc_18264674,MDM Senior Architect-Manager,PwC,India / Remote,Data and Analytics,https://www.themuse.com/jobs/pwc/mdm-senior-architectmanager-aea046,MNC Network,Full Time,1,General,True,119,14
mnc_21297418,Tax Innovation - Solution Architecture - Senior Manager,PwC,India / Remote,Accounting and Finance,https://www.themuse.com/jobs/pwc/tax-innovation-solution-architecture-senior-manager,MNC Network,Full Time,1,General,True,82,14
mnc_21581521,Partner Tax Preparation Advisor Senior Manager,PwC,India / Remote,Accounting and Finance,https://www.themuse.com/jobs/pwc/partner-tax-preparation-advisor-senior-manager-1ed44b,MNC Network,Full Time,1,General,True,172,18
mnc_17640414,FS Transformation Capital Markets Consultant - Senior Associate,PwC,India / Remote,Human Resources and Recruitment,https://www.themuse.com/jobs/pwc/fs-transformation-capital-markets-consultant-senior-associate-260e2a,MNC Network,Full Time,1,General,True,166,21
mnc_21637895,Tax Innovation - Product Management - Experienced Associate,PwC,India / Remote,Design and UX,https://www.themuse.com/jobs/pwc/tax-innovation-product-management-experienced-associate,MNC Network,Full Time,1,General,True,119,21
real_mock_0,Software Engineer,Capgemini,"Mumbai (Bombay), India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Mumbai%20(Bombay),LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,110,8
real_mock_1,Data Analyst,Cognizant,"Navi Mumbai, India",Technology,https://www.naukri.com/data-analyst-jobs-in-navi-mumbai,Naukri,Full Time,1,"MSC, BSC, BTECH",True,54,14
real_mock_2,Consultant,Deloitte,"Delhi, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,184,10
real_mock_3,Accountant,Goldman Sachs,"New Delhi, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=New%20Delhi,LinkedIn,Full Time,1,General,True,68,6
real_mock_4,BCA Intern,KPMG,"Noida, India",Technology,https://www.naukri.com/bca-intern-jobs-in-noida,Naukri,Full Time,1,BCA,True,191,12
real_mock_5,MCA Trainee,PwC,"Gurgaon, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,100,19
real_mock_6,B.Tech Graduate,Accenture,"Gurugram, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Gurugram,LinkedIn,Full Time,1,BTECH,True,195,22
real_mock_7,HR Manager,Oracle,"Bangalore, India",Technology,https://www.naukri.com/hr-manager-jobs-in-bangalore,Naukri,Full Time,1,NON-TECH,True,57,13
real_mock_8,Product Manager,HDFC Bank,"Karnataka, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,8,5
real_mock_9,DevOps Engineer,Coal India,"Chennai, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=Chennai,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,23,6
real_mock_10,Software Engineer,TCS,"Jalpaiguri, India",Technology,https://www.naukri.com/software-engineer-jobs-in-jalpaiguri,Naukri,Full Time,1,"BCA, BTECH, MCA",False,43,3
real_mock_11,Data Analyst,Infosys,"Assam, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"MSC, BSC, BTECH",False,26,7
real_mock_12,Consultant,Wipro,"Meghalaya, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Meghalaya,LinkedIn,Full Time,1,General,False,39,3
real_mock_13,Accountant,Reliance,"West Bengal, India",Technology,https://www.naukri.com/accountant-jobs-in-west-bengal,Naukri,Full Time,1,General,False,43,4
real_mock_14,BCA Intern,L&T,"Maharashtra, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BCA,False,14,6
real_mock_15,MCA Trainee,Capgemini,"Tamil Nadu, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=MCA%20Trainee&location=Tamil%20Nadu,LinkedIn,Full Time,1,MCA,True,79,14
real_mock_16,B.Tech Graduate,Cognizant,"Telangana, India",Technology,https://www.naukri.com/b.tech-graduate-jobs-in-telangana,Naukri,Full Time,1,BTECH,True,51,14
real_mock_17,HR Manager,Deloitte,"Gujarat, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,NON-TECH,True,151,13
real_mock_18,Product Manager,Goldman Sachs,"Pune, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Pune,LinkedIn,Full Time,1,General,True,137,20
real_mock_19,DevOps Engineer,KPMG,"Hyderabad, India",Technology,https://www.naukri.com/devops-engineer-jobs-in-hyderabad,Naukri,Full Time,1,"BCA, BTECH, MCA",True,60,18
real_mock_20,Software Engineer,PwC,"Kerala, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",True,165,18
real_mock_21,Data Analyst,Accenture,"Punjab, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=Punjab,LinkedIn,Full Time,1,"MSC, BSC, BTECH",True,185,13
real_mock_22,Consultant,Oracle,"Mumbai (Bombay), India",Technology,https://www.naukri.com/consultant-jobs-in-mumbai-(bombay),Naukri,Full Time,1,General,True,93,17
real_mock_23,Accountant,HDFC Bank,"Navi Mumbai, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,46,5
real_mock_24,BCA Intern,Coal India,"Delhi, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Delhi,LinkedIn,Full Time,1,BCA,False,16,4
real_mock_25,MCA Trainee,TCS,"New Delhi, India",Technology,https://www.naukri.com/mca-trainee-jobs-in-new-delhi,Naukri,Full Time,1,MCA,False,47,4
real_mock_26,B.Tech Graduate,Infosys,"Noida, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BTECH,False,29,5
real_mock_27,HR Manager,Wipro,"Gurgaon, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=HR%20Manager&location=Gurgaon,LinkedIn,Full Time,1,NON-TECH,False,46,3
real_mock_28,Product Manager,Reliance,"Gurugram, India",Technology,https://www.naukri.com/product-manager-jobs-in-gurugram,Naukri,Full Time,1,General,False,22,6
real_mock_29,DevOps Engineer,L&T,"Bangalore, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",False,34,3
real_mock_30,Software Engineer,Capgemini,"Karnataka, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Karnataka,LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,132,19
real_mock_31,Data Analyst,Cognizant,"Chennai, India",Technology,https://www.naukri.com/data-analyst-jobs-in-chennai,Naukri,Full Time,1,"MSC, BSC, BTECH",True,75,10
real_mock_32,Consultant,Deloitte,"Jalpaiguri, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,107,11
real_mock_33,Accountant,Goldman Sachs,"Assam, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=Assam,LinkedIn,Full Time,1,General,True,65,12
real_mock_34,BCA Intern,KPMG,"Meghalaya, India",Technology,https://www.naukri.com/bca-intern-jobs-in-meghalaya,Naukri,Full Time,1,BCA,True,189,8
real_mock_35,MCA Trainee,PwC,"West Bengal, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,171,17
real_mock_36,B.Tech Graduate,Accenture,"Maharashtra, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Maharashtra,LinkedIn,Full Time,1,BTECH,True,94,7
real_mock_37,HR Manager,Oracle,"Tamil Nadu, India",Technology,https://www.naukri.com/hr-manager-jobs-in-tamil-nadu,Naukri,Full Time,1,NON-TECH,True,154,18
real_mock_38,Product Manager,HDFC Bank,"Telangana, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,27,6
real_mock_39,DevOps Engineer,Coal India,"Gujarat, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=Gujarat,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,40,6
real_mock_40,Software Engineer,TCS,"Pune, India",Technology,https://www.naukri.com/software-engineer-jobs-in-pune,Naukri,Full Time,1,"BCA, BTECH, MCA",False,27,5
real_mock_41,Data Analyst,Infosys,"Hyderabad, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"MSC, BSC, BTECH",False,45,4
real_mock_42,Consultant,Wipro,"Kerala, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Kerala,LinkedIn,Full Time,1,General,False,44,6
real_mock_43,Accountant,Reliance,"Punjab, India",Technology,https://www.naukri.com/accountant-jobs-in-punjab,Naukri,Full Time,1,General,False,39,6
real_mock_44,BCA Intern,L&T,"Mumbai (Bombay), India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BCA,False,30,3
real_mock_45,MCA Trainee,Capgemini,"Navi Mumbai, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=MCA%20Trainee&location=Navi%20Mumbai,LinkedIn,Full Time,1,MCA,True,172,20
real_mock_46,B.Tech Graduate,Cognizant,"Delhi, India",Technology,https://www.naukri.com/b.tech-graduate-jobs-in-delhi,Naukri,Full Time,1,BTECH,True,107,15
real_mock_47,HR Manager,Deloitte,"New Delhi, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,NON-TECH,True,110,14
real_mock_48,Product Manager,Goldman Sachs,"Noida, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Noida,LinkedIn,Full Time,1,General,True,116,10
real_mock_49,DevOps Engineer,KPMG,"Gurgaon, India",Technology,https://www.naukri.com/devops-engineer-jobs-in-gurgaon,Naukri,Full Time,1,"BCA, BTECH, MCA",True,155,20
real_mock_50,Software Engineer,PwC,"Gurugram, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",True,152,6
real_mock_51,Data Analyst,Accenture,"Bangalore, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=Bangalore,LinkedIn,Full Time,1,"MSC, BSC, BTECH",True,170,10
real_mock_52,Consultant,Oracle,"Karnataka, India",Technology,https://www.naukri.com/consultant-jobs-in-karnataka,Naukri,Full Time,1,General,True,101,23
real_mock_53,Accountant,HDFC Bank,"Chennai, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,47,5
real_mock_54,BCA Intern,Coal India,"Jalpaiguri, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Jalpaiguri,LinkedIn,Full Time,1,BCA,False,28,6
real_mock_55,MCA Trainee,TCS,"Assam, India",Technology,https://www.naukri.com/mca-trainee-jobs-in-assam,Naukri,Full Time,1,MCA,False,34,4
real_mock_56,B.Tech Graduate,Infosys,"Meghalaya, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BTECH,False,6,6
real_mock_57,HR Manager,Wipro,"West Bengal, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=HR%20Manager&location=West%20Bengal,LinkedIn,Full Time,1,NON-TECH,False,14,6
real_mock_58,Product Manager,Reliance,"Maharashtra, India",Technology,https://www.naukri.com/product-manager-jobs-in-maharashtra,Naukri,Full Time,1,General,False,48,4
real_mock_59,DevOps Engineer,L&T,"Tamil Nadu, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",False,28,3
real_mock_60,Software Engineer,Capgemini,"Telangana, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Telangana,LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,86,8
real_mock_61,Data Analyst,Cognizant,"Gujarat, India",Technology,https://www.naukri.com/data-analyst-jobs-in-gujarat,Naukri,Full Time,1,"MSC, BSC, BTECH",True,180,8
real_mock_62,Consultant,Deloitte,"Pune, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,188,13
real_mock_63,Accountant,Goldman Sachs,"Hyderabad, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=Hyderabad,LinkedIn,Full Time,1,General,True,57,20
real_mock_64,BCA Intern,KPMG,"Kerala, India",Technology,https://www.naukri.com/bca-intern-jobs-in-kerala,Naukri,Full Time,1,BCA,True,70,18
real_mock_65,MCA Trainee,PwC,"Punjab, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,82,22
real_mock_66,B.Tech Graduate,Accenture,"Mumbai (Bombay), India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Mumbai%20(Bombay),LinkedIn,Full Time,1,BTECH,True,59,22
real_mock_67,HR Manager,Oracle,"Navi Mumbai, India",Technology,https://www.naukri.com/hr-manager-jobs-in-navi-mumbai,Naukri,Full Time,1,NON-TECH,True,179,14
real_mock_68,Product Manager,HDFC Bank,"Delhi, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,25,5
real_mock_69,DevOps Engineer,Coal India,"New Delhi, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=New%20Delhi,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,16,6
real_mock_70,Software Engineer,TCS,"Noida, India",Technology,https://www.naukri.com/software-engineer-jobs-in-noida,Naukri,Full Time,1,"BCA, BTECH, MCA",False,30,7
real_mock_71,Data Analyst,Infosys,"Gurgaon, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"MSC, BSC, BTECH",False,5,4
real_mock_72,Consultant,Wipro,"Gurugram, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Gurugram,LinkedIn,Full Time,1,General,False,49,7
real_mock_73,Accountant,Reliance,"Bangalore, India",Technology,https://www.naukri.com/accountant-jobs-in-bangalore,Naukri,Full Time,1,General,False,22,7
real_mock_74,BCA Intern,L&T,"Karnataka, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BCA,False,34,3
real_mock_75,MCA Trainee,Capgemini,"Chennai, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=MCA%20Trainee&location=Chennai,LinkedIn,Full Time,1,MCA,True,106,13
real_mock_76,B.Tech Graduate,Cognizant,"Jalpaiguri, India",Technology,https://www.naukri.com/b.tech-graduate-jobs-in-jalpaiguri,Naukri,Full Time,1,BTECH,True,101,10
real_mock_77,HR Manager,Deloitte,"Assam, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,NON-TECH,True,67,10
real_mock_78,Product Manager,Goldman Sachs,"Meghalaya, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Meghalaya,LinkedIn,Full Time,1,General,True,97,21
real_mock_79,DevOps Engineer,KPMG,"West Bengal, India",Technology,https://www.naukri.com/devops-engineer-jobs-in-west-bengal,Naukri,Full Time,1,"BCA, BTECH, MCA",True,85,9
real_mock_80,Software Engineer,PwC,"Maharashtra, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",True,153,13
real_mock_81,Data Analyst,Accenture,"Tamil Nadu, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=Tamil%20Nadu,LinkedIn,Full Time,1,"MSC, BSC, BTECH",True,152,7
real_mock_82,Consultant,Oracle,"Telangana, India",Technology,https://www.naukri.com/consultant-jobs-in-telangana,Naukri,Full Time,1,General,True,144,19
real_mock_83,Accountant,HDFC Bank,"Gujarat, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,45,7
real_mock_84,BCA Intern,Coal India,"Pune, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Pune,LinkedIn,Full Time,1,BCA,False,40,5
real_mock_85,MCA Trainee,TCS,"Hyderabad, India",Technology,https://www.naukri.com/mca-trainee-jobs-in-hyderabad,Naukri,Full Time,1,MCA,False,24,7
real_mock_86,B.Tech Graduate,Infosys,"Kerala, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BTECH,False,49,6
real_mock_87,HR Manager,Wipro,"Punjab, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=HR%20Manager&location=Punjab,LinkedIn,Full Time,1,NON-TECH,False,49,3
real_mock_88,Product Manager,Reliance,"Mumbai (Bombay), India",Technology,https://www.naukri.com/product-manager-jobs-in-mumbai-(bombay),Naukri,Full Time,1,General,False,19,7
real_mock_89,DevOps Engineer,L&T,"Navi Mumbai, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",False,9,7
real_mock_90,Software Engineer,Capgemini,"Delhi, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Delhi,LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,105,22
real_mock_91,Data Analyst,Cognizant,"New Delhi, India",Technology,https://www.naukri.com/data-analyst-jobs-in-new-delhi,Naukri,Full Time,1,"MSC, BSC, BTECH",True,54,11
real_mock_92,Consultant,Deloitte,"Noida, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,177,6
real_mock_93,Accountant,Goldman Sachs,"Gurgaon, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=Gurgaon,LinkedIn,Full Time,1,General,True,170,7
real_mock_94,BCA Intern,KPMG,"Gurugram, India",Technology,https://www.naukri.com/bca-intern-jobs-in-gurugram,Naukri,Full Time,1,BCA,True,89,20
real_mock_95,MCA Trainee,PwC,"Bangalore, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,133,7
real_mock_96,B.Tech Graduate,Accenture,"Karnataka, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Karnataka,LinkedIn,Full Time,1,BTECH,True,147,12
real_mock_97,HR Manager,Oracle,"Chennai, India",Technology,https://www.naukri.com/hr-manager-jobs-in-chennai,Naukri,Full Time,1,NON-TECH,True,66,15
real_mock_98,Product Manager,HDFC Bank,"Jalpaiguri, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,28,4
real_mock_99,DevOps Engineer,Coal India,"Assam, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=Assam,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,39,3
real_mock_100,Software Engineer,TCS,"Meghalaya, India",Technology,https://www.naukri.com/software-engineer-jobs-in-meghalaya,Naukri,Full Time,1,"BCA, BTECH, MCA",False,32,5
real_mock_101,Data Analyst,Infosys,"West Bengal, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"MSC, BSC, BTECH",False,31,3
real_mock_102,Consultant,Wipro,"Maharashtra, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Maharashtra,LinkedIn,Full Time,1,General,False,35,6
real_mock_103,Accountant,Reliance,"Tamil Nadu, India",Technology,https://www.naukri.com/accountant-jobs-in-tamil-nadu,Naukri,Full Time,1,General,False,11,6
real_mock_104,BCA Intern,L&T,"Telangana, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BCA,False,26,3
real_mock_105,MCA Trainee,Capgemini,"Gujarat, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=MCA%20Trainee&location=Gujarat,LinkedIn,Full Time,1,MCA,True,199,16
real_mock_106,B.Tech Graduate,Cognizant,"Pune, India",Technology,https://www.naukri.com/b.tech-graduate-jobs-in-pune,Naukri,Full Time,1,BTECH,True,130,15
real_mock_107,HR Manager,Deloitte,"Hyderabad, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,NON-TECH,True,123,24
real_mock_108,Product Manager,Goldman Sachs,"Kerala, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Kerala,LinkedIn,Full Time,1,General,True,187,15
