id,title,company,location,category,job_type,url,source,priority,education,experience_level,is_mnc,placements,package
real_mock_18,Product Manager,Kochar Infotech,"Sikkim, India",Corporate,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,False,29,6
real_mock_19,DevOps Engineer,Aegis,"Tamil Nadu, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,False,13,7
real_mock_20,Software Engineer,Aye Finance,"Telangana, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Telangana,LinkedIn,1,"MCA, BTECH, BCA",Experienced,False,21,6
real_mock_21,Data Analyst,JP Morgan,"Uttar Pradesh, India",Corporate,On-site,https://www.naukri.com/data-analyst-jobs-in-uttar-pradesh,Naukri,1,"BTECH, BSC, MSC",Experienced,False,16,4
real_mock_22,Consultant,Nestle,"Uttarakhand, India",Technology,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,False,15,7
real_mock_23,Accountant,Swiggy,"West Bengal, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,False,33,5
real_mock_24,BCA Intern,Flipkart,"Tripura, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Tripura,LinkedIn,1,BCA,Fresher,False,47,3
real_mock_25,MCA Trainee,Capgemini,"Mumbai (Bombay), India",Technology,On-site,https://www.naukri.com/mca-trainee-jobs-in-mumbai-(bombay),Naukri,1,MCA,Fresher,True,82,16
real_mock_26,B.Tech Graduate,Cognizant,"Navi Mumbai, India",Technology,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,True,191,15
real_mock_27,HR Manager,Deloitte,"Noida, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,True,170,19
real_mock_28,Product Manager,Goldman Sachs,"Gurgaon, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Gurgaon,LinkedIn,1,General,Experienced,True,68,20
real_mock_29,DevOps Engineer,KPMG,"Gurugram, India",Technology,On-site,https://www.naukri.com/devops-engineer-jobs-in-gurugram,Naukri,1,"MCA, BTECH, BCA",Experienced,True,170,14
real_mock_30,Software Engineer,PwC,"Bangalore, India",Corporate,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,True,138,23
real_mock_31,Data Analyst,Accenture,"Chennai, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,True,55,24
real_mock_32,Consultant,Oracle,"Jalpaiguri, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Jalpaiguri,LinkedIn,1,General,Experienced,True,85,19
real_mock_33,Accountant,HDFC Bank,"Pune, India",Corporate,On-site,https://www.naukri.com/accountant-jobs-in-pune,Naukri,1,General,Experienced,False,12,7
real_mock_34,BCA Intern,Coal India,"Hyderabad, India",Technology,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,False,40,3
real_mock_35,MCA Trainee,TCS,"Andhra Pradesh, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,False,21,7
real_mock_36,B.Tech Graduate,Infosys,"Assam, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Assam,LinkedIn,1,BTECH,Fresher,False,9,5
real_mock_37,HR Manager,Wipro,"Bihar, India",Technology,On-site,https://www.naukri.com/hr-manager-jobs-in-bihar,Naukri,1,NON-TECH,Experienced,False,29,6
real_mock_38,Product Manager,Reliance,"Chhattisgarh, India",Technology,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,False,25,5
real_mock_39,DevOps Engineer,L&T Technology Services,"Delhi, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,False,12,5
real_mock_40,Software Engineer,Tech Mahindra,"Goa, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Goa,LinkedIn,1,"MCA, BTECH, BCA",Experienced,False,13,6
real_mock_41,Data Analyst,IBM,"Gujarat, India",Technology,On-site,https://www.naukri.com/data-analyst-jobs-in-gujarat,Naukri,1,"BTECH, BSC, MSC",Experienced,False,8,5
real_mock_42,Consultant,Teleperformance,"Haryana, India",Corporate,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,False,35,4
real_mock_43,Accountant,Kochar Infotech,"Himachal Pradesh, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,False,10,5
real_mock_44,BCA Intern,Aegis,"Jharkhand, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Jharkhand,LinkedIn,1,BCA,Fresher,False,20,5
real_mock_45,MCA Trainee,Aye Finance,"Karnataka, India",Corporate,On-site,https://www.naukri.com/mca-trainee-jobs-in-karnataka,Naukri,1,MCA,Fresher,False,30,7
real_mock_46,B.Tech Graduate,JP Morgan,"Kerala, India",Technology,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,False,27,6
real_mock_47,HR Manager,Nestle,"Madhya Pradesh, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,False,10,7
real_mock_48,Product Manager,Swiggy,"Maharashtra, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Maharashtra,LinkedIn,1,General,Experienced,False,19,5
real_mock_49,DevOps Engineer,Flipkart,"Meghalaya, India",Technology,On-site,https://www.naukri.com/devops-engineer-jobs-in-meghalaya,Naukri,1,"MCA, BTECH, BCA",Experienced,False,19,7
real_mock_50,Software Engineer,Capgemini,"Odisha, India",Technology,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,True,181,6
real_mock_51,Data Analyst,Cognizant,"Punjab, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,True,164,11
real_mock_52,Consultant,Deloitte,"Rajasthan, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Rajasthan,LinkedIn,1,General,Experienced,True,198,21
real_mock_53,Accountant,Goldman Sachs,"Sikkim, India",Technology,On-site,https://www.naukri.com/accountant-jobs-in-sikkim,Naukri,1,General,Experienced,True,190,21
real_mock_54,BCA Intern,KPMG,"Tamil Nadu, India",Corporate,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,True,198,24
real_mock_55,MCA Trainee,PwC,"Telangana, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,True,110,15
real_mock_56,B.Tech Graduate,Accenture,"Uttar Pradesh, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Uttar%20Pradesh,LinkedIn,1,BTECH,Fresher,True,171,12
real_mock_57,HR Manager,Oracle,"Uttarakhand, India",Corporate,On-site,https://www.naukri.com/hr-manager-jobs-in-uttarakhand,Naukri,1,NON-TECH,Experienced,True,70,11
real_mock_58,Product Manager,HDFC Bank,"West Bengal, India",Technology,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,False,11,3
real_mock_59,DevOps Engineer,Coal India,"Tripura, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,False,14,7
real_mock_60,Software Engineer,TCS,"Mumbai (Bombay), India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Mumbai%20(Bombay),LinkedIn,1,"MCA, BTECH, BCA",Experienced,False,31,3
real_mock_61,Data Analyst,Infosys,"Navi Mumbai, India",Technology,On-site,https://www.naukri.com/data-analyst-jobs-in-navi-mumbai,Naukri,1,"BTECH, BSC, MSC",Experienced,False,32,7
real_mock_62,Consultant,Wipro,"Noida, India",Technology,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,False,18,5
real_mock_63,Accountant,Reliance,"Gurgaon, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,False,19,7
real_mock_64,BCA Intern,L&T Technology Services,"Gurugram, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Gurugram,LinkedIn,1,BCA,Fresher,False,47,6
real_mock_65,MCA Trainee,Tech Mahindra,"Bangalore, India",Technology,On-site,https://www.naukri.com/mca-trainee-jobs-in-bangalore,Naukri,1,MCA,Fresher,False,22,5
real_mock_66,B.Tech Graduate,IBM,"Chennai, India",Corporate,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,False,13,4
real_mock_67,HR Manager,Teleperformance,"Jalpaiguri, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,False,30,7
real_mock_68,Product Manager,Kochar Infotech,"Pune, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Pune,LinkedIn,1,General,Experienced,False,30,7
real_mock_69,DevOps Engineer,Aegis,"Hyderabad, India",Corporate,On-site,https://www.naukri.com/devops-engineer-jobs-in-hyderabad,Naukri,1,"MCA, BTECH, BCA",Experienced,False,7,6
real_mock_70,Software Engineer,Aye Finance,"Andhra Pradesh, India",Technology,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,False,31,3
real_mock_71,Data Analyst,JP Morgan,"Assam, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,False,44,3
real_mock_72,Consultant,Nestle,"Bihar, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Bihar,LinkedIn,1,General,Experienced,False,31,5
real_mock_73,Accountant,Swiggy,"Chhattisgarh, India",Technology,On-site,https://www.naukri.com/accountant-jobs-in-chhattisgarh,Naukri,1,General,Experienced,False,35,5
real_mock_74,BCA Intern,Flipkart,"Delhi, India",Technology,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,False,21,5
real_mock_75,MCA Trainee,Capgemini,"Goa, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,True,113,6
real_mock_76,B.Tech Graduate,Cognizant,"Gujarat, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Gujarat,LinkedIn,1,BTECH,Fresher,True,178,6
real_mock_77,HR Manager,Deloitte,"Haryana, India",Technology,On-site,https://www.naukri.com/hr-manager-jobs-in-haryana,Naukri,1,NON-TECH,Experienced,True,124,23
real_mock_78,Product Manager,Goldman Sachs,"Himachal Pradesh, India",Corporate,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,True,71,18
real_mock_79,DevOps Engineer,KPMG,"Jharkhand, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,True,164,19
real_mock_80,Software Engineer,PwC,"Karnataka, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Karnataka,LinkedIn,1,"MCA, BTECH, BCA",Experienced,True,183,21
real_mock_81,Data Analyst,Accenture,"Kerala, India",Corporate,On-site,https://www.naukri.com/data-analyst-jobs-in-kerala,Naukri,1,"BTECH, BSC, MSC",Experienced,True,133,12
real_mock_82,Consultant,Oracle,"Madhya Pradesh, India",Technology,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,True,102,7
real_mock_83,Accountant,HDFC Bank,"Maharashtra, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,False,9,7
real_mock_84,BCA Intern,Coal India,"Meghalaya, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Meghalaya,LinkedIn,1,BCA,Fresher,False,32,3
real_mock_85,MCA Trainee,TCS,"Odisha, India",Technology,On-site,https://www.naukri.com/mca-trainee-jobs-in-odisha,Naukri,1,MCA,Fresher,False,16,4
real_mock_86,B.Tech Graduate,Infosys,"Punjab, India",Technology,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,False,43,6
real_mock_87,HR Manager,Wipro,"Rajasthan, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,False,12,5
real_mock_88,Product Manager,Reliance,"Sikkim, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Sikkim,LinkedIn,1,General,Experienced,False,35,7
real_mock_89,DevOps Engineer,L&T Technology Services,"Tamil Nadu, India",Technology,On-site,https://www.naukri.com/devops-engineer-jobs-in-tamil-nadu,Naukri,1,"MCA, BTECH, BCA",Experienced,False,36,3
real_mock_90,Software Engineer,Tech Mahindra,"Telangana, India",Corporate,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,False,38,4
real_mock_91,Data Analyst,IBM,"Uttar Pradesh, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,False,17,6
real_mock_92,Consultant,Teleperformance,"Uttarakhand, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Uttarakhand,LinkedIn,1,General,Experienced,False,7,4
real_mock_93,Accountant,Kochar Infotech,"West Bengal, India",Corporate,On-site,https://www.naukri.com/accountant-jobs-in-west-bengal,Naukri,1,General,Experienced,False,40,7
real_mock_94,BCA Intern,Aegis,"Tripura, India",Technology,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,False,14,6
real_mock_95,MCA Trainee,Aye Finance,"Mumbai (Bombay), India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,False,30,4
real_mock_96,B.Tech Graduate,JP Morgan,"Navi Mumbai, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Navi%20Mumbai,LinkedIn,1,BTECH,Fresher,False,27,6
real_mock_97,HR Manager,Nestle,"Noida, India",Technology,On-site,https://www.naukri.com/hr-manager-jobs-in-noida,Naukri,1,NON-TECH,Experienced,False,9,4
real_mock_98,Product Manager,Swiggy,"Gurgaon, India",Technology,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,False,41,7
real_mock_99,DevOps Engineer,Flipkart,"Gurugram, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,False,22,7
real_mock_100,Software Engineer,Capgemini,"Bangalore, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Bangalore,LinkedIn,1,"MCA, BTECH, BCA",Experienced,True,199,23
real_mock_101,Data Analyst,Cognizant,"Chennai, India",Technology,On-site,https://www.naukri.com/data-analyst-jobs-in-chennai,Naukri,1,"BTECH, BSC, MSC",Experienced,True,112,16
real_mock_102,Consultant,Deloitte,"Jalpaiguri, India",Corporate,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,True,118,18
real_mock_103,Accountant,Goldman Sachs,"Pune, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,True,89,24
real_mock_104,BCA Intern,KPMG,"Hyderabad, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Hyderabad,LinkedIn,1,BCA,Fresher,True,196,15
real_mock_105,MCA Trainee,PwC,"Andhra Pradesh, India",Corporate,On-site,https://www.naukri.com/mca-trainee-jobs-in-andhra-pradesh,Naukri,1,MCA,Fresher,True,108,22
real_mock_106,B.Tech Graduate,Accenture,"Assam, India",Technology,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,True,73,9
real_mock_107,HR Manager,Oracle,"Bihar, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,True,53,15
real_mock_108,Product Manager,HDFC Bank,"Chhattisgarh, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Chhattisgarh,LinkedIn,1,General,Experienced,False,38,4
real_mock_109,DevOps Engineer,Coal India,"Delhi, India",Technology,On-site,https://www.naukri.com/devops-engineer-jobs-in-delhi,Naukri,1,"MCA, BTECH, BCA",Experienced,False,14,5
real_mock_110,Software Engineer,TCS,"Goa, India",Technology,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,False,35,5
real_mock_111,Data Analyst,Infosys,"Gujarat, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,False,49,3
real_mock_112,Consultant,Wipro,"Haryana, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Haryana,LinkedIn,1,General,Experienced,False,40,5
real_mock_113,Accountant,Reliance,"Himachal Pradesh, India",Technology,On-site,https://www.naukri.com/accountant-jobs-in-himachal-pradesh,Naukri,1,General,Experienced,False,21,7
real_mock_114,BCA Intern,L&T Technology Services,"Jharkhand, India",Corporate,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,False,6,4
real_mock_115,MCA Trainee,Tech Mahindra,"Karnataka, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,False,42,3
real_mock_116,B.Tech Graduate,IBM,"Kerala, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Kerala,LinkedIn,1,BTECH,Fresher,False,20,4
real_mock_117,HR Manager,Teleperformance,"Madhya Pradesh, India",Corporate,On-site,https://www.naukri.com/hr-manager-jobs-in-madhya-pradesh,Naukri,1,NON-TECH,Experienced,False,49,6
real_mock_118,Product Manager,Kochar Infotech,"Maharashtra, India",Technology,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,False,21,7
real_mock_119,DevOps Engineer,Aegis,"Meghalaya, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,False,29,6
real_mock_120,Software Engineer,Aye Finance,"Odisha, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Odisha,LinkedIn,1,"MCA, BTECH, BCA",Experienced,False,28,7
real_mock_121,Data Analyst,JP Morgan,"Punjab, India",Technology,On-site,https://www.naukri.com/data-analyst-jobs-in-punjab,Naukri,1,"BTECH, BSC, MSC",Experienced,False,15,3
real_mock_122,Consultant,Nestle,"Rajasthan, India",Technology,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,False,26,4
real_mock_123,Accountant,Swiggy,"Sikkim, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,False,47,7
real_mock_124,BCA Intern,Flipkart,"Tamil Nadu, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Tamil%20Nadu,LinkedIn,1,BCA,Fresher,False,41,7
real_mock_125,MCA Trainee,Capgemini,"Telangana, India",Technology,On-site,https://www.naukri.com/mca-trainee-jobs-in-telangana,Naukri,1,MCA,Fresher,True,70,16
real_mock_126,B.Tech Graduate,Cognizant,"Uttar Pradesh, India",Corporate,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,True,188,22
real_mock_127,HR Manager,Deloitte,"Uttarakhand, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,True,199,15
real_mock_128,Product Manager,Goldman Sachs,"West Bengal, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=West%20Bengal,LinkedIn,1,General,Experienced,True,113,20
real_mock_129,DevOps Engineer,KPMG,"Tripura, India",Corporate,On-site,https://www.naukri.com/devops-engineer-jobs-in-tripura,Naukri,1,"MCA, BTECH, BCA",Experienced,True,110,10
real_mock_130,Software Engineer,PwC,"Mumbai (Bombay), India",Technology,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,True,151,17
real_mock_131,Data Analyst,Accenture,"Navi Mumbai, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,True,130,9
real_mock_132,Consultant,Oracle,"Noida, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Noida,LinkedIn,1,General,Experienced,True,178,17
real_mock_133,Accountant,HDFC Bank,"Gurgaon, India",Technology,On-site,https://www.naukri.com/accountant-jobs-in-gurgaon,Naukri,1,General,Experienced,False,34,5
real_mock_134,BCA Intern,Coal India,"Gurugram, India",Technology,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,False,44,6
real_mock_135,MCA Trainee,TCS,"Bangalore, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,False,11,5
real_mock_136,B.Tech Graduate,Infosys,"Chennai, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Chennai,LinkedIn,1,BTECH,Fresher,False,32,5
real_mock_137,HR Manager,Wipro,"Jalpaiguri, India",Technology,On-site,https://www.naukri.com/hr-manager-jobs-in-jalpaiguri,Naukri,1,NON-TECH,Experienced,False,36,5
real_mock_138,Product Manager,Reliance,"Pune, India",Corporate,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,False,45,5
real_mock_139,DevOps Engineer,L&T Technology Services,"Hyderabad, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,False,19,3
real_mock_140,Software Engineer,Tech Mahindra,"Andhra Pradesh, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Andhra%20Pradesh,LinkedIn,1,"MCA, BTECH, BCA",Experienced,False,42,5
real_mock_141,Data Analyst,IBM,"Assam, India",Corporate,On-site,https://www.naukri.com/data-analyst-jobs-in-assam,Naukri,1,"BTECH, BSC, MSC",Experienced,False,30,6
real_mock_142,Consultant,Teleperformance,"Bihar, India",Technology,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,False,8,3
real_mock_143,Accountant,Kochar Infotech,"Chhattisgarh, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,False,38,7
real_mock_144,BCA Intern,Aegis,"Delhi, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Delhi,LinkedIn,1,BCA,Fresher,False,45,7
real_mock_145,MCA Trainee,Aye Finance,"Goa, India",Technology,On-site,https://www.naukri.com/mca-trainee-jobs-in-goa,Naukri,1,MCA,Fresher,False,17,6
real_mock_146,B.Tech Graduate,JP Morgan,"Gujarat, India",Technology,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,False,13,7
real_mock_147,HR Manager,Nestle,"Haryana, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,False,39,5
real_mock_148,Product Manager,Swiggy,"Himachal Pradesh, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Himachal%20Pradesh,LinkedIn,1,General,Experienced,False,49,5
real_mock_149,DevOps Engineer,Flipkart,"Jharkhand, India",Technology,On-site,https://www.naukri.com/devops-engineer-jobs-in-jharkhand,Naukri,1,"MCA, BTECH, BCA",Experienced,False,12,4
real_mock_150,Software Engineer,Capgemini,"Karnataka, India",Corporate,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,True,130,21
real_mock_151,Data Analyst,Cognizant,"Kerala, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,True,85,11
real_mock_152,Consultant,Deloitte,"Madhya Pradesh, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Madhya%20Pradesh,LinkedIn,1,General,Experienced,True,82,21
real_mock_153,Accountant,Goldman Sachs,"Maharashtra, India",Corporate,On-site,https://www.naukri.com/accountant-jobs-in-maharashtra,Naukri,1,General,Experienced,True,192,12
